	WHB11423	WHB11426	WHB11407	WHB11726	WHB11421	WHB11706	WHB11735	WHB11425	MBT520	WHB11730	WHB11382	WHB11465	WHB11749	WHB11408	WHB11689	WHB11690	WHB11684	WHB11688	WHB11683	WHB11691	WHB11694	WHB11676	WHB11675	WHB11747	WHB11463	WHB11462	WHB11673	WHB11674	WHB11692	WHB11695	WHB11697	WHB11409	WHB11696	WHB11693	WHB11682	WHB11680	WHB11681	WHB11677	WHB11679	WHB11678	WHB11721	WHB11790	MBT462	WHB11387	WHB11385	WHB11389	WHB11390	WHB11386	WHB11388	WHB11428	WHB11758	WHB11461	WHB11460	WHB11457	WHB11456	WHB11458	WHB11459	WHB11410	WHB11411	WHB11380	WHB11381	WHB11788	WHB11384	WHB11379	WHB11383	WHB11427	WHB11424	WHB11422	WHB11722	WHB11725	WHB11724	WHB11723	WHB11698	WHB11439	WHB11751	WHB11729	WHB11727	WHB11737	WHB11738	WHB11736	WHB11728	WHB11705	WHB11704	WHB11709	WHB11707	WHB11708	WHB11393	WHB11395	WHB11392	MBT307	WHB11391	WHB11394	WHB11400	WHB11794	WHB11764	WHB11710	WHB11711	WHB11712	WHB11714	WHB11713	WHB11720	WHB11781	MBT305	WHB11759	MBT312	WHB11406	WHB11405	WHB11403	WHB11404	WHB11402	WHB11401	WHB11452	WHB11453	WHB11454	WHB11455	WHB11432	WHB11451	WHB11433	WHB11429	WHB11430	WHB11431	WHB11450	MBT512	WHB11754	WHB11755	MBT460	WHB11746	WHB11745	WHB11756	WHB11753	WHB11757	WHB11760	WHB11791	WHB11762	WHB11761	MBT474	MBT459	WHB11803	WHB11799	WHB11800	WHB11802	WHB11798	WHB11801	WHB11436	WHB11437	WHB11420	WHB11435	WHB11434	WHB11418	WHB11701	WHB11438	WHB11739	WHB11742	WHB11743	WHB11744	WHB11740	WHB11741	WHB11396	WHB11398	WHB11417	WHB11397	WHB11399	WHB11416	WHB11771	WHB11786	WHB11774	MBT310	WHB11773	WHB11769	WHB11772	MBT463	WHB11770	WHB11732	WHB11466	WHB11719	WHB11733	WHB11734	MBT304	WHB11731	WHB11464	WHB11787	WHB11789	WHB11685	MBT276	MBT278	MBT275	MBT274	MBT277	MBT279	MBT306	MBT475	MBT281	MBT526	MBT464	MBT283	MBT298	MBT300	MBT301	MBT302	MBT299	MBT303	WHB11792	MBT295	MBT293	MBT294	MBT292	MBT296	MBT297	MBT282	MBT285	MBT280	WHB11795	MBT284	WHB11718	WHB11717	WHB11703	WHB11716	WHB11702	MBT513	WHB11715	MBT425	MBT424	MBT422	MBT426	MBT421	MBT423	WHB11775	WHB11777	WHB11776	WHB11779	WHB11778	MBT521	WHB11780	WHB11748	WHB11699	WHB11750	MBT308	WHB11793	MBT309	WHB11797	WHB11796	WHB11785	MBT272	MBT273	MBT469	WHB11804	WHB11807	MBT517	MBT503	WHB11805	WHB11687	WHB11806	WHB11700	WHB11782	WHB11686	WHB11784	MBT502	MBT479	MBT484	MBT481	MBT480	MBT482	MBT483	MBT418	MBT419	MBT420	MBT415	MBT511	MBT416	MBT501	MBT523	MBT454	MBT417	MBT476	MBT289	MBT288	MBT287	MBT286	MBT291	MBT290	MBT515	WHB11766	MBT473	MBT490	MBT488	MBT489	MBT487	MBT486	MBT485	MBT461	WHB11767	MBT457	WHB11765	MBT527	MBT507	MBT498	MBT509	MBT508	MBT505	MBT506	MBT510	MBT414	MBT413	MBT311	MBT471	MBT496	MBT497	MBT494	MBT495	MBT492	MBT313	MBT458	MBT472	MBT500	MBT504	MBT427	MBT499	MBT455	MBT456	MBT522	MBT518	MBT519	WHB11763	MBT525	MBT524	MBT514	MBT516	WHB11752	MBT470	MBT468	MBT467	MBT465	MBT466	WHB11768	WHB11783
 s__Streptococcus sanguinis	13.0	6.0	10.0	4.0	23.0	10.0	4.0	33.0	44.0	2.0	17.0	5.0	26.0	76.0	7.0	254.0	5.0	178.0	3.0	12.0	20.0	4.0	5.0	1.0	2.0	3.0	4.0	4.0	1.0	11.0	4.0	11.0	16.0	18.0	8.0	11.0	28.0	0	4.0	0	2.0	7.0	48.0	79.0	129.0	17.0	8.0	50.0	48.0	2.0	158.0	2.0	4.0	5.0	140.0	469.0	1.0	15.0	3.0	14.0	13.0	55.0	105.0	18.0	2.0	5.0	37.0	75.0	2.0	7.0	6.0	12.0	0	0	0	7.0	5.0	17.0	20.0	22.0	4.0	8.0	7.0	8.0	5.0	3.0	16.0	10.0	23.0	3.0	5.0	4.0	7.0	4.0	1.0	4.0	7.0	5.0	2.0	6.0	4.0	1.0	76.0	56.0	8.0	22.0	33.0	0	32.0	2.0	4.0	114.0	32.0	33.0	167.0	4.0	32.0	4.0	0	13.0	1.0	28.0	19.0	1.0	9.0	14.0	17.0	109.0	8.0	4.0	3.0	192.0	3.0	0	18.0	60.0	13.0	4.0	6.0	35.0	3.0	1.0	88.0	3.0	3.0	0	5.0	1.0	9.0	1.0	0	8.0	382.0	77.0	145.0	1.0	0	0	19.0	3.0	6.0	2.0	3.0	37.0	10.0	19.0	18.0	1.0	3.0	9.0	11.0	5.0	2.0	5.0	0	4.0	6.0	29.0	1.0	2.0	90.0	213.0	0	0	5.0	9.0	68.0	6.0	6.0	47.0	54.0	4.0	45.0	3.0	8.0	34.0	74.0	16.0	29.0	14.0	17.0	12.0	6.0	11.0	75.0	6.0	5.0	0	12.0	3.0	3.0	9.0	8.0	1.0	2.0	2.0	75.0	1.0	24.0	3.0	2.0	8.0	5.0	3.0	3.0	21.0	27.0	12.0	5.0	34.0	22.0	50.0	7.0	1.0	0	4.0	11.0	39.0	28.0	13.0	5.0	4.0	29.0	108.0	0	5.0	0	11.0	29.0	8.0	1.0	1.0	5.0	3.0	2.0	9.0	7.0	39.0	14.0	1.0	13.0	26.0	22.0	12.0	28.0	20.0	0	10.0	2.0	12.0	59.0	4.0	0	27.0	19.0	61.0	14.0	13.0	0	0	18.0	1.0	121.0	4.0	70.0	26.0	84.0	4.0	11.0	14.0	1.0	2.0	1.0	2.0	52.0	1.0	7.0	9.0	27.0	55.0	27.0	10.0	12.0	61.0	2.0	21.0	33.0	18.0	14.0	36.0	4.0	4.0	1.0	8.0	1.0	2.0	11.0	1.0	5.0	19.0	10.0	58.0	1.0	50.0	47.0	12.0	7.0	1.0	24.0	1.0	0	1.0	4.0	2.0	1.0
 s__Streptococcus shenyangsis	7.0	6.0	6.0	0	11.0	5.0	1.0	8.0	46.0	5.0	259.0	0	19.0	21.0	2.0	111.0	2.0	215.0	8.0	16.0	19.0	15.0	53.0	0	3.0	11.0	70.0	58.0	7.0	14.0	6.0	2.0	2.0	28.0	6.0	16.0	29.0	10.0	24.0	0	1.0	2.0	23.0	17.0	25.0	18.0	1.0	12.0	9.0	0	23.0	46.0	91.0	1.0	36.0	3.0	88.0	9.0	0	418.0	312.0	62.0	19.0	401.0	15.0	2.0	7.0	10.0	2.0	2.0	11.0	19.0	3.0	1.0	0	1.0	3.0	66.0	24.0	220.0	2.0	11.0	12.0	124.0	4.0	3.0	13.0	10.0	8.0	6.0	1.0	3.0	22.0	8.0	0	46.0	487.0	498.0	4.0	15.0	4.0	0	61.0	23.0	9.0	8.0	39.0	2.0	31.0	4.0	34.0	141.0	21.0	17.0	48.0	0	22.0	0	1.0	5.0	1.0	176.0	37.0	3.0	5.0	27.0	7.0	55.0	7.0	3.0	8.0	21.0	1.0	3.0	12.0	16.0	34.0	9.0	10.0	79.0	2.0	2.0	18.0	1.0	2.0	0	1.0	0	3.0	2.0	0	9.0	70.0	42.0	59.0	2.0	0	0	0	2.0	1.0	0	1.0	86.0	1.0	13.0	32.0	61.0	20.0	30.0	10.0	21.0	0	1.0	3.0	2.0	1.0	16.0	0	0	49.0	129.0	1.0	16.0	10.0	4.0	33.0	52.0	5.0	5.0	13.0	8.0	24.0	3.0	24.0	19.0	47.0	2.0	16.0	7.0	13.0	31.0	11.0	29.0	262.0	9.0	2.0	3.0	165.0	25.0	19.0	11.0	13.0	55.0	3.0	0	4.0	4.0	8.0	0	0	2.0	6.0	0	4.0	4.0	24.0	2.0	1.0	26.0	37.0	72.0	5.0	0	3.0	9.0	2.0	43.0	36.0	58.0	21.0	2.0	23.0	23.0	7.0	1.0	5.0	1.0	147.0	11.0	1.0	1.0	7.0	7.0	1.0	3.0	313.0	70.0	15.0	4.0	9.0	14.0	11.0	19.0	60.0	26.0	0	23.0	0	206.0	153.0	28.0	0	9.0	6.0	46.0	10.0	9.0	0	0	31.0	0	49.0	9.0	194.0	6.0	115.0	5.0	8.0	42.0	0	6.0	6.0	1.0	334.0	2.0	65.0	218.0	177.0	450.0	25.0	11.0	5.0	273.0	0	57.0	249.0	179.0	203.0	17.0	7.0	7.0	3.0	294.0	31.0	1.0	23.0	8.0	126.0	24.0	1.0	45.0	0	171.0	156.0	10.0	4.0	1.0	49.0	11.0	0	0	0	1.0	2.0
 s__Streptococcus sinensis	0	0	1.0	1.0	2.0	0	0	0	0	0	2.0	0	0	0	0	8.0	0	1.0	0	0	0	0	0	0	0	0	2.0	2.0	1.0	0	0	0	1.0	1.0	0	0	0	0	2.0	0	0	0	2.0	1.0	0	1.0	0	4.0	0	0	6.0	0	0	0	0	10.0	0	3.0	0	2.0	8.0	0	5.0	5.0	2.0	0	0	3.0	0	0	0	2.0	1.0	0	8.0	0	1.0	1.0	1.0	1.0	0	1.0	0	3.0	0	0	2.0	0	0	1.0	0	0	2.0	1.0	0	0	7.0	4.0	0	0	0	0	1.0	5.0	1.0	3.0	2.0	0	3.0	0	0	6.0	1.0	0	7.0	0	0	0	0	0	0	2.0	1.0	0	1.0	0	1.0	2.0	0	1.0	0	6.0	0	0	5.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	6.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	1.0	2.0	0	0	1.0	1.0	0	0	0	0	6.0	2.0	1.0	1.0	2.0	1.0	1.0	0	0	2.0	11.0	0	1.0	1.0	2.0	0	0	2.0	4.0	2.0	0	0	1.0	2.0	0	2.0	0	3.0	0	0	2.0	0	2.0	0	0	2.0	0	0	2.0	1.0	1.0	0	0	1.0	0	3.0	0	0	0	5.0	1.0	2.0	0	0	1.0	0	4.0	6.0	0	0	0	0	8.0	0	0	1.0	1.0	2.0	0	1.0	6.0	1.0	3.0	1.0	0	3.0	1.0	1.0	4.0	3.0	0	2.0	0	9.0	4.0	0	0	1.0	3.0	0	0	1.0	0	0	3.0	0	6.0	1.0	4.0	0	4.0	0	0	1.0	0	0	0	0	9.0	0	1.0	5.0	3.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	1.0	0	0	2.0	1.0	0	0	0	2.0	1.0	1.0	0	0	1.0	4.0	0	0	0	1.0	0	0	0	0	8.0	0
 s__Streptococcus sobrinus	4.0	0	0	0	5.0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	3.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	2.0	0	0	1.0	0	0	12.0	14.0	0	0	0	0	1.0	0	1.0	0	0	2.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	9.0	3.0	2.0	14.0	5.0	8.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	4.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	1.0	0	23.0	12.0	12.0	9.0	0	0	0	0	0	0	0	13.0	0	0	1.0	0	3.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0
 s__Streptococcus symci	5.0	10.0	4.0	0	9.0	3.0	1.0	9.0	40.0	1.0	197.0	1.0	12.0	23.0	0	73.0	1.0	126.0	6.0	10.0	17.0	11.0	26.0	1.0	2.0	19.0	70.0	72.0	4.0	6.0	3.0	4.0	3.0	25.0	8.0	14.0	21.0	4.0	17.0	1.0	1.0	2.0	46.0	9.0	17.0	7.0	2.0	3.0	5.0	2.0	25.0	23.0	66.0	1.0	32.0	4.0	63.0	3.0	1.0	321.0	263.0	58.0	8.0	334.0	12.0	5.0	5.0	9.0	1.0	1.0	7.0	21.0	3.0	1.0	0	2.0	0	49.0	15.0	150.0	3.0	5.0	18.0	118.0	5.0	3.0	8.0	5.0	3.0	1.0	1.0	2.0	17.0	7.0	0	48.0	400.0	424.0	2.0	18.0	0	0	33.0	10.0	7.0	14.0	29.0	2.0	17.0	2.0	14.0	105.0	14.0	20.0	52.0	1.0	8.0	0	0	6.0	0	113.0	27.0	2.0	3.0	33.0	5.0	43.0	5.0	4.0	5.0	20.0	3.0	1.0	13.0	26.0	42.0	9.0	7.0	62.0	4.0	0	16.0	1.0	3.0	0	2.0	2.0	3.0	2.0	0	7.0	59.0	33.0	40.0	1.0	3.0	0	2.0	0	0	0	1.0	95.0	2.0	3.0	17.0	46.0	13.0	15.0	5.0	11.0	2.0	0	1.0	1.0	2.0	11.0	1.0	0	42.0	144.0	0	20.0	7.0	3.0	32.0	58.0	4.0	6.0	9.0	8.0	19.0	3.0	14.0	13.0	56.0	8.0	10.0	6.0	8.0	21.0	15.0	24.0	177.0	9.0	3.0	0	103.0	24.0	17.0	12.0	13.0	56.0	0	1.0	2.0	3.0	8.0	0	2.0	2.0	7.0	1.0	2.0	6.0	18.0	1.0	1.0	6.0	24.0	43.0	1.0	0	1.0	3.0	2.0	31.0	31.0	31.0	13.0	2.0	11.0	16.0	5.0	0	0	7.0	136.0	7.0	0	3.0	7.0	1.0	1.0	1.0	283.0	58.0	12.0	2.0	6.0	5.0	13.0	13.0	34.0	23.0	0	10.0	0	129.0	89.0	24.0	0	4.0	16.0	33.0	9.0	15.0	1.0	0	19.0	2.0	48.0	11.0	179.0	7.0	85.0	3.0	8.0	45.0	0	8.0	3.0	2.0	290.0	0	43.0	140.0	132.0	340.0	21.0	4.0	5.0	246.0	2.0	47.0	188.0	124.0	156.0	25.0	3.0	5.0	1.0	301.0	17.0	1.0	20.0	11.0	117.0	14.0	2.0	29.0	1.0	103.0	112.0	22.0	3.0	2.0	32.0	3.0	0	0	1.0	0	0
 s__Streptococcus thermophilus	1.0	1.0	5.0	16.0	5.0	4.0	0	3.0	9.0	1.0	66.0	0	6.0	4.0	3.0	33.0	1.0	22.0	5.0	8.0	10.0	6.0	13.0	1.0	0	2.0	15.0	26.0	3.0	5.0	2.0	1.0	16.0	18.0	5.0	2.0	11.0	3.0	1.0	1.0	0	2.0	22.0	8.0	4.0	0	0	2.0	6.0	0	5.0	1.0	0	2.0	8.0	0	3.0	8.0	0	39.0	127.0	4.0	4.0	64.0	4.0	1.0	1.0	4.0	0	2.0	0	0	3.0	0	1.0	2.0	7.0	17.0	1.0	24.0	7.0	2.0	3.0	5.0	1.0	0	13.0	1.0	7.0	3.0	0	0	2.0	3.0	0	1.0	3.0	5.0	2.0	2.0	0	1.0	7.0	1.0	1.0	3.0	1.0	1.0	5.0	1.0	2.0	10.0	5.0	3.0	3.0	0	5.0	0	0	2.0	0	1.0	4.0	1.0	1.0	12.0	1.0	3.0	7.0	1.0	11.0	1.0	1.0	1.0	1.0	3.0	14.0	5.0	2.0	2.0	0	0	4.0	1.0	1.0	0	2.0	1.0	4.0	0	0	7.0	5.0	19.0	15.0	2.0	3.0	0	0	1.0	1.0	2.0	0	18.0	1.0	0	10.0	4.0	5.0	7.0	2.0	4.0	0	0	0	0	4.0	1.0	1.0	1.0	8.0	16.0	1.0	0	0	0	19.0	4.0	4.0	0	4.0	1.0	9.0	0	2.0	5.0	0	5.0	5.0	2.0	2.0	4.0	7.0	2.0	17.0	4.0	1.0	0	34.0	10.0	9.0	1.0	1.0	7.0	1.0	0	0	0	8.0	1.0	0	2.0	0	4.0	1.0	7.0	1.0	0	0	0	3.0	6.0	5.0	8.0	0	1.0	1.0	0	7.0	13.0	4.0	0	2.0	2.0	0	0	1.0	0	22.0	3.0	0	2.0	4.0	1.0	2.0	0	16.0	26.0	1.0	1.0	6.0	11.0	7.0	2.0	3.0	3.0	0	4.0	2.0	6.0	75.0	5.0	0	0	3.0	7.0	3.0	3.0	0	1.0	4.0	6.0	7.0	1.0	5.0	1.0	6.0	3.0	2.0	4.0	0	1.0	0	1.0	11.0	3.0	7.0	182.0	11.0	17.0	0	3.0	1.0	24.0	2.0	88.0	256.0	104.0	103.0	1.0	1.0	3.0	0	34.0	8.0	0	7.0	1.0	15.0	3.0	1.0	3.0	1.0	37.0	30.0	6.0	3.0	1.0	3.0	1.0	0	0	0	0	0
 s__Streptococcus timonensis	3.0	4.0	4.0	0	2.0	0	0	4.0	9.0	1.0	45.0	0	5.0	2.0	0	16.0	1.0	21.0	0	0	2.0	1.0	8.0	0	2.0	4.0	2.0	2.0	1.0	3.0	0	0	4.0	5.0	2.0	4.0	9.0	0	3.0	0	1.0	0	7.0	4.0	1.0	2.0	1.0	3.0	4.0	0	13.0	14.0	18.0	1.0	12.0	0	28.0	3.0	0	49.0	49.0	6.0	1.0	44.0	3.0	2.0	1.0	2.0	0	0	2.0	4.0	0	0	0	0	0	2.0	1.0	10.0	0	2.0	4.0	15.0	7.0	0	7.0	7.0	2.0	1.0	0	0	2.0	1.0	0	6.0	29.0	32.0	1.0	10.0	0	0	11.0	7.0	1.0	5.0	10.0	1.0	5.0	4.0	10.0	18.0	4.0	5.0	20.0	0	2.0	0	0	2.0	0	4.0	1.0	0	2.0	0	2.0	5.0	79.0	2.0	3.0	11.0	1.0	1.0	4.0	22.0	7.0	11.0	3.0	11.0	0	0	5.0	1.0	1.0	0	1.0	1.0	1.0	0	0	2.0	5.0	53.0	14.0	0	0	2.0	0	0	0	2.0	0	20.0	0	0	2.0	6.0	6.0	8.0	2.0	4.0	0	1.0	0	0	1.0	3.0	0	0	2.0	9.0	0	0	2.0	2.0	28.0	6.0	0	1.0	8.0	0	3.0	1.0	1.0	6.0	7.0	0	6.0	4.0	2.0	4.0	1.0	2.0	34.0	0	2.0	0	31.0	15.0	3.0	0	1.0	6.0	1.0	1.0	2.0	0	4.0	1.0	0	6.0	3.0	0	0	3.0	1.0	0	0	4.0	5.0	10.0	0	0	2.0	5.0	0	12.0	10.0	14.0	14.0	0	4.0	5.0	0	0	0	0	42.0	6.0	0	0	4.0	0	0	1.0	28.0	30.0	1.0	1.0	2.0	4.0	1.0	3.0	11.0	7.0	0	4.0	1.0	69.0	36.0	6.0	0	3.0	2.0	2.0	3.0	3.0	0	0	4.0	0	50.0	2.0	32.0	0	18.0	1.0	2.0	4.0	0	2.0	1.0	0	32.0	0	7.0	48.0	15.0	23.0	4.0	2.0	0	20.0	1.0	7.0	33.0	16.0	25.0	20.0	4.0	1.0	0	42.0	258.0	1.0	3.0	3.0	35.0	6.0	0	8.0	0	24.0	24.0	2.0	0	1.0	5.0	0	0	1.0	0	1.0	0
 s__Streptococcus troglodytae	0	0	0	0	2.0	0	0	4.0	0	0	0	0	0	4.0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	1.0	0	0	0	0	0	0	0	7.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	1.0	1.0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	2.0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 s__Streptococcus urinalis	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	1.0	0	2.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	3.0	1.0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	1.0	2.0	0	0	0	0	0	0	0	0	1.0	2.0	0	0	0	0	1.0	1.0	0	0	1.0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	0	1.0	0	4.0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	0	2.0	0	0	0	0	3.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	2.0	1.0	0	0	0	0	0	0	0	0	0	1.0
 s__Streptococcus vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	4.0	2.0	0	0	0	0	0	7.0	1.0	1.0	0	0	0	0	0	0	0	33.0	3.0	12.0	1.0	6.0	0	0	0	0	0	1.0	0	0	0	0	1.0	3.0	0	3.0	0	0	0	1.0	0	0	2.0	2.0	0	1.0	1.0	0	1.0	0	0	0	2.0	0	0	0	0	0	2.0	0	1.0	0	2.0	7.0	1.0	0	1.0	1.0	0	0	6.0	2.0	0	0	1.0	0	0	0	0	3.0	1.0	0	0	0	0	1.0	0	0	1.0	5.0	0	4.0	0	0	2.0	0	2.0	2.0	0	1.0	0	0	0	0	0	1.0	1.0	0	1.0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	2.0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	1.0	0	2.0	1.0	0	0	2.0	0	1.0	0	0	0	1.0	0	0	0	0	0	2.0	0	0	0	0	0	1.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	0	1.0	3.0	0	0	0	0	0	0	1.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	3.0	0	0	0	0	1.0	0	1.0	0	0	1.0	0	0	0	3.0	0	2.0	0	0	0	0	0	0	0	2.0	0	0	1.0	0	2.0	0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	0	1.0	0	0	0	1.0	2.0	0	1.0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0
 s__Streptococcus vestibularis	6.0	2.0	5.0	1.0	6.0	1.0	0	3.0	9.0	0	80.0	0	9.0	2.0	1.0	37.0	2.0	51.0	18.0	24.0	5.0	5.0	15.0	0	0	2.0	20.0	24.0	5.0	7.0	5.0	5.0	17.0	6.0	2.0	3.0	14.0	2.0	4.0	1.0	0	3.0	20.0	11.0	5.0	1.0	3.0	1.0	2.0	0	7.0	1.0	7.0	0	8.0	0	0	9.0	1.0	55.0	176.0	7.0	2.0	79.0	4.0	1.0	4.0	3.0	0	1.0	3.0	0	2.0	0	0	1.0	0	12.0	4.0	9.0	0	0	0	5.0	2.0	0	2.0	4.0	4.0	3.0	1.0	3.0	1.0	1.0	0	3.0	18.0	12.0	0	10.0	0	0	9.0	2.0	3.0	2.0	2.0	1.0	6.0	2.0	0	20.0	3.0	1.0	10.0	0	3.0	0	0	0	0	3.0	8.0	0	0	17.0	3.0	6.0	9.0	1.0	24.0	1.0	0	1.0	1.0	2.0	11.0	2.0	0	3.0	0	0	3.0	1.0	1.0	0	1.0	0	0	0	0	5.0	11.0	30.0	24.0	1.0	0	0	0	0	0	0	0	22.0	1.0	3.0	5.0	10.0	5.0	2.0	2.0	4.0	0	0	0	0	2.0	5.0	0	0	8.0	16.0	0	0	3.0	1.0	22.0	6.0	3.0	2.0	3.0	2.0	11.0	0	6.0	6.0	9.0	2.0	5.0	2.0	1.0	3.0	2.0	0	27.0	3.0	0	0	33.0	8.0	8.0	0	2.0	7.0	0	0	0	0	10.0	0	0	1.0	1.0	4.0	4.0	10.0	3.0	1.0	1.0	3.0	6.0	20.0	0	1.0	1.0	5.0	4.0	1.0	9.0	15.0	17.0	0	10.0	7.0	0	0	0	1.0	20.0	0	0	0	6.0	0	1.0	1.0	24.0	10.0	5.0	0	2.0	8.0	6.0	2.0	5.0	2.0	0	4.0	2.0	21.0	88.0	6.0	0	1.0	2.0	6.0	3.0	3.0	0	0	4.0	0	11.0	1.0	10.0	2.0	8.0	0	10.0	8.0	0	2.0	1.0	1.0	31.0	0	9.0	203.0	20.0	35.0	6.0	2.0	5.0	29.0	1.0	18.0	61.0	22.0	29.0	2.0	3.0	5.0	2.0	55.0	5.0	1.0	7.0	4.0	19.0	4.0	3.0	3.0	0	28.0	30.0	3.0	1.0	1.0	2.0	2.0	0	0	0	0	1.0
